id,stremio_id,slug,name,description,version,canonical_url,manifest_url,types,categories,languages,status,rating,rating_count,total_stars,installs,source_published_at,source_updated_at,updated_at
"2bdd6f31-1a5f-4bc2-80b5-68de3c233c3d","org.eclipsia","eclipsia","Eclipsia","Curated collection of providers","1.3.0","https://addons-stremio.com/addon/eclipsia","https://eclipsia1.up.railway.app/manifest.json","movie|series|anime","movies|tv-shows|anime","multi","offline","0","0","6","2","2026-07-26T16:45:50.291Z","2026-07-30T18:33:35.751Z","2026-08-10T21:12:17.581Z"
"950a691e-7202-4a5d-9639-bb7d602d3d02","com.mmlive.stremio","vietnamese-sexy-girl-stream","Vietnamese Sexy Girl Stream","Watch Vietnamese live streams directly in Stremio","1.2.0","https://addons-stremio.com/addon/vietnamese-sexy-girl-stream","https://stremio.mmlive.qzz.io/manifest.json","channel","metadata","multi","online","0","0","4","0","2026-07-25T01:25:25.374Z","2026-07-30T16:08:13.191Z","2026-08-10T21:00:34.349Z"
"282919cc-5372-4a60-98ab-8eb4447a6210","org.jkanime.pc","jkanime","JKAnime TV Nativo","Encuentra enlaces de anime en jkanime.net - Versión para TV.","1.0.3","https://addons-stremio.com/addon/jkanime","https://injection-faq-fun-lonely.trycloudflare.com/manifest.json","series|movie|anime","movies|tv-shows|anime","multi","offline","0","0","0","1","2026-07-24T00:56:27.769Z","2026-07-24T11:24:18.636Z","2026-08-10T23:51:09.683Z"
"235edea6-5486-4e56-9bea-2567447f271f","com.bettermetadata.addon","better-metadata","Better Metadata","Enhances Stremio metadata by combining information from multiple trusted sources, providing richer descriptions, ratings, translations, cast information, and detailed episode metadata for TV series and anime.","0.1.3","https://addons-stremio.com/addon/better-metadata","https://addon.bettermetadata.com/manifest.json","movie|series|anime","movies|tv-shows|anime|metadata","multi","online","0","0","11","1","2026-07-23T03:01:48.135Z","2026-07-27T00:53:15.851Z","2026-08-10T23:50:12.642Z"
"4d1c67fe-0d53-4476-9160-6957b7680ac8","community.nyaa","nyaa-anime-br","Nyaa Anime BR","Torrents de anime do Nyaa com legendas em português.","1.0.0","https://addons-stremio.com/addon/nyaa-anime-br","https://stremio-br-anime.onrender.com/manifest.json","","anime","pt","online","0","0","10","1","2026-07-22T17:07:45.934Z","2026-07-23T19:10:08.055Z","2026-08-10T21:00:34.908Z"
"aa95077c-e110-4443-a82b-0b03f96bba22","org.fayallc.onlyanimes","onlyanimes","OnlyAnimes","Animes from Japan, Korea, the US, UK, China, France and more - with subtitles & audio dub.","0.2.0","https://addons-stremio.com/addon/onlyanimes","https://onlyanimes.stravo.site/local/manifest.json","movie|series","movies|tv-shows|subtitles|metadata|torrents","multi","online","0","0","6","2","2026-07-22T00:57:35.175Z","2026-07-29T07:39:40.765Z","2026-08-10T22:38:05.971Z"
"6dc70b16-4bab-4f1f-a9db-261400b12174","com.stremio.showbox","showbox","Showbox","Watch movies & series from Showbox in 4K, 1080P, 720P, 480P. Direct HTTP streams, no torrent or debrid needed.","1.1.0","https://addons-stremio.com/addon/showbox","https://showbox.codiv.dpdns.org/manifest.json","movie|series","movies|tv-shows|debrid|http-streams|torrents","multi","online","0","0","2","3","2026-07-21T14:34:48.030Z","2026-07-30T00:05:02.489Z","2026-08-10T23:42:20.153Z"
"5ac74359-8106-4080-b9ef-89f798998509","com.fenixflix.beta","fenix-tv","Fenix TV","Addon de Canais de Tv Brasileiros ao vivo de graça","0.0.5","https://addons-stremio.com/addon/fenix-tv","https://fenixtv.duckdns.org/manifest.json","movie|series|tv","movies|tv-shows|live-tv|metadata","multi","offline","0","0","24","1","2026-07-21T01:42:56.076Z","2026-07-21T08:34:07.059Z","2026-08-10T21:00:33.332Z"
"d6ebf070-c0a5-4667-ae3c-09d3b078ad5f","community.kurd.dubbed","chya-tv","Chya TV","Kurdish dubbed movies and series — Chya TV catalog","1.0.0","https://addons-stremio.com/addon/chya-tv","https://kurd-dub-stream--chyaluqman1.replit.app/api/addon/manifest.json","movie|series","movies|tv-shows|metadata|torrents|nsfw","multi","online","0","0","3","0","2026-07-20T20:52:37.611Z","2026-07-21T19:24:55.999Z","2026-08-10T21:00:33.291Z"
"296c8f99-39ee-42ce-bc01-87cbf6a4df13","community.onepace4k.v5","one-pace-4k","One Pace 4K","Stream One Pace in stunning 4K AI-upscaled quality via Real-Debrid.","5.0.0","https://addons-stremio.com/addon/one-pace-4k","https://onepace4k.duckdns.org/manifest.json","series","tv-shows|metadata|debrid","multi","online","0","0","6","0","2026-07-20T19:08:05.227Z","2026-07-21T00:05:13.130Z","2026-08-10T21:00:21.625Z"
"27f08651-0a62-458f-812c-dcac6d1696e1","org.customwatchorder","custom-watch-order","Custom Watch Order","Watch a series in whatever episode order you want, instead of just 1, 2, 3. Set up a release order, a chronological one, a skip-the-filler cut, or your own chaos rewatch by dragging episodes into place. Your orders sync across all your devices, and your usual stream addons still play every episode.","3.4.0","https://addons-stremio.com/addon/custom-watch-order","https://stremio-custom-order.pages.dev/manifest.json","series","tv-shows|metadata|tools","multi","online","0","0","3","0","2026-07-20T10:42:50.035Z","2026-07-24T00:05:03.909Z","2026-08-10T21:00:21.454Z"
"285a2a91-0dcf-4988-98ce-323f7657b1cc","org.advanced.hindi.streams","advanced-hindi-results","Advanced Hindi Streams Pro","Multi-source aggregation with intelligent filtering, sorting, and caching.","2.0.0","https://addons-stremio.com/addon/advanced-hindi-results","https://stremio-node-runner--architgurjar.replit.app/manifest.json","movie|series","movies|tv-shows","hi","online","0","0","0","1","2026-07-20T05:39:01.293Z","2026-07-20T17:30:37.118Z","2026-08-10T23:47:50.901Z"
"3cc08879-751b-4c25-8e15-3b2ba12b6c37","org.fayallc.stravo-ii","stravo-ii","Stravo II","Auto-dubbed movies & binge-ready TV shows, subtitles included","2.1.1","https://addons-stremio.com/addon/stravo-ii","https://v2.stravo.site/local/manifest.json","movie|series","movies|tv-shows|anime|asian-drama|documentaries|sports|music|subtitles|metadata|torrents|nsfw","es|fr|ru|ar|hi|en","online","0","0","9","0","2026-07-18T13:45:32.478Z","2026-07-30T05:08:02.150Z","2026-08-10T21:00:35.443Z"
"619ada1a-b547-4a14-87fd-740b3fd1aba3","stremio.twojlimit.tv","twojlimit","TwojLimit","Dodatek umożliwiający odtwarzanie treści w Stremio za pomocą konta TwojLimit.","1.0.1","https://addons-stremio.com/addon/twojlimit","https://stremio.twojlimit.tv/manifest.json","movie|series","movies|tv-shows|subtitles|metadata","multi","online","0","0","5","0","2026-07-17T17:34:38.140Z","2026-07-17T17:53:54.819Z","2026-08-10T21:17:44.162Z"
"2e503adf-750e-47ab-8938-4fa502266f2a","stremio.nopremium.tv","nopremium","NoPremium","Dodatek umożliwiający odtwarzanie treści w Stremio za pomocą konta NoPremium.","1.0.1","https://addons-stremio.com/addon/nopremium","https://stremio.nopremium.tv/manifest.json","movie|series","movies|tv-shows|subtitles|metadata","multi","online","0","0","4","1","2026-07-17T12:35:16.192Z","2026-07-17T17:53:37.499Z","2026-08-11T03:00:02.386Z"
"d7ee747b-13f5-43c8-9586-dd1f659147bb","com.fenixflix.canais","tugatv","Tuga Tv","Canais ao vivo","1.0.1","https://addons-stremio.com/addon/tugatv","https://tugatv.freesrv.com/manifest.json","tv","live-tv|metadata","multi","offline","0","0","19","0","2026-07-16T17:22:23.756Z","2026-07-21T13:30:30.449Z","2026-08-11T03:00:34.156Z"
"2ef79606-37a9-4c34-a914-7f1d3a005107","org.dailylimit.kwR3ALrn","binge-brakes","📅 Binge Brakes","Limits your configured series to one (or more) new episode(s) unlocked per day. Catalog and streams still come from your other installed add-ons — this only narrows the episode list for the shows you've restricted.","1.0.0","https://addons-stremio.com/addon/binge-brakes","https://site--stremio-binge-control--vt7r4jwgwklq.code.run/kwR3ALrn1rZap6az/manifest.json","series","tv-shows|metadata","multi","online","0","0","1","0","2026-07-16T00:50:23.481Z","2026-07-16T17:36:14.920Z","2026-08-11T03:00:13.798Z"
"4985b6dd-d606-4de0-ad55-12dddb13e7ef","stremio.rapideo.tv","rapideo","Rapideo","Dodatek umożliwiający odtwarzanie treści w Stremio za pomocą konta Rapideo.","1.0.1","https://addons-stremio.com/addon/rapideo","https://stremio.rapideo.tv/manifest.json","movie|series","movies|tv-shows|subtitles|metadata","multi","online","0","0","7","0","2026-07-14T14:26:01.948Z","2026-07-17T12:43:27.448Z","2026-08-10T21:00:36.795Z"
"b03bfce2-af54-471d-8648-eaa9589f7357","org.kingvod.php","king-vod","King VOD","Filmes e Séries Dublados com King VOD","1.0.0","https://addons-stremio.com/addon/king-vod","https://kingvod.wasmer.app/index.php/manifest.json","movie|series","movies|tv-shows","multi","online","0","0","21","0","2026-07-12T23:44:35.442Z","2026-07-12T23:58:00.847Z","2026-08-11T03:00:03.439Z"
"c5951ef9-91ea-43a4-a870-a11595e2316a","com.101catalogs.catalog","101catalogs","101Catalogs","101Catalogs, A huge list of catalogs for Plug And Play.","0.0.1","https://addons-stremio.com/addon/101catalogs","https://api.101catalogs.xyz/manifest.json","movie|series","movies|tv-shows|anime|documentaries|sports|kids|music|metadata","ro|tr|es|pt|fr|de|it|ru","online","0","0","13","1","2026-07-12T01:20:21.323Z","2026-07-12T08:43:29.620Z","2026-08-11T03:00:17.017Z"
"a11fc8e7-c5ed-4d53-a78e-ac3d4a24ecb9","community.liteaio","liteaio","LiteAIO","LiteAIO — the go-to Stremio & Nuvio addon: debrid • scrapers • MDBList & streaming catalogs • posters • filters. Easy setup wizard + free Premium trial. Premium: your IPTV tools & family/kids profiles.","1.9.7","https://addons-stremio.com/addon/liteaio","https://liteaio.com/manifest.json","movie|series|tv","movies|tv-shows|kids|live-tv|debrid","multi","online","0","0","18","0","2026-07-11T23:41:11.002Z","2026-07-22T01:57:03.439Z","2026-08-11T03:00:16.632Z"
"6107ceeb-9ddf-4d67-bcd9-37d158fc999a","org.ghostvod.engine","ghostvod","GhostVOD Engine","Combine multiple Xtream Codes VOD providers into one Stremio addon with smart matching, episode support, and quality sorting.","2.0.7","https://addons-stremio.com/addon/ghostvod","https://ghostvod.online/manifest.json","movie|series","movies|tv-shows|metadata","multi","online","0","0","4","0","2026-07-11T12:10:47.937Z","2026-07-29T11:28:33.227Z","2026-08-11T03:00:02.281Z"
"1f3daf55-9202-4de2-bd20-c7ec1c72ef19","org.stremio.sitcomsurprise","sitcom-surprise","Sitcom Surprise","One tile per show. One click = surprise random episode from all episodes.","5.0.0","https://addons-stremio.com/addon/sitcom-surprise","https://sitcom-surprise.vercel.app/manifest.json","series","tv-shows|metadata","multi","online","0","0","5","0","2026-07-10T20:10:11.854Z","2026-07-10T20:14:29.254Z","2026-08-11T03:00:03.289Z"
"2215cb45-e966-452f-8127-65f531bdb7a4","community.stremio.geminii.batch.translator.ro","gemini-ai-pool","🇷🇴-GEMINI AI","Please configure the addon. Enter at least 3 valid API keys.","1.7.1","https://addons-stremio.com/addon/gemini-ai-pool","https://blagoie.com/gemini/1_lang=ro/manifest.json","","other","multi","online","0","0","12","2","2026-07-10T01:22:55.967Z","2026-07-24T22:23:55.321Z","2026-08-11T03:00:02.493Z"
"452f6707-26c6-47bd-9e3f-b843802bad69","com.penguplay","penguplay","PenguPlay","Stream movies and series in Stremio with configurable provider and quality filters.","1.3.7","https://addons-stremio.com/addon/penguplay","https://pengu.uk/manifest.json","movie|series","movies|tv-shows|anime|subtitles","es|pt|fr|de|it|ru|ar|hi","online","0","0","79","0","2026-07-08T16:07:51.706Z","2026-07-27T14:17:49.709Z","2026-08-10T21:00:38.467Z"
"9693d991-aa37-4553-8e24-67e796412c9f","community.desiflix.serials","desiflix-indian-serials-movies-and-web-series","DesiFlix — Indian Serials & Web Series","Indian daily soaps, Hindi TV serials, web series and movies from StarPlus, Colors, Sony, Zee, SAB, ALTBalaji, Hotstar, Netflix, Amazon Prime and more. Self-hosted, ad-free.","1.33.0","https://addons-stremio.com/addon/desiflix-indian-serials-movies-and-web-series","https://manifest.desitvhub.eu.org/manifest.json","series|movie","movies|tv-shows|anime|asian-drama|bollywood|documentaries|sports|kids|music|metadata|nsfw","hi|en","online","0","0","8","0","2026-07-08T05:51:36.130Z","2026-07-27T20:42:48.779Z","2026-08-11T03:00:03.827Z"
"4dfafdb3-1948-4136-bd9b-1b0f5573c8bf","com.stremify","stremify-hayduk","Stremify | Hayduk","A multi-server streaming addon.","2.7.0","https://addons-stremio.com/addon/stremify-hayduk","https://stremify.elfhosted.com/manifest.json","movie|series","movies|tv-shows","multi","offline","0","0","61","0","2026-07-07T19:05:38.873Z","2026-07-07T19:05:38.873Z","2026-08-11T21:00:24.508Z"
"209ec9ea-38f4-4ea8-b4b1-6f0b21c3cc35","community.peario","peario","Peario","Watch movies with your all your friends in sync !","0.1.0","https://addons-stremio.com/addon/peario","https://addon.peario.xyz/manifest.json","movie|series","movies|tv-shows|tools","multi","online","0","0","18","1","2026-07-07T18:48:04.997Z","2026-07-07T18:48:04.997Z","2026-08-11T21:00:18.493Z"
"78be36b1-ff7d-4f75-af6b-fbf33cc041cd","community.movieleaks.v4","movie-leaks","Movie Leaks","HD Movies — Latest Releases from r/movieleaks","1.0.0","https://addons-stremio.com/addon/movie-leaks","https://steamddon.dedyn.io/movieleaks/manifest.json","movie","movies|documentaries|music|metadata","multi","online","0","0","8","0","2026-07-05T13:36:18.742Z","2026-07-07T19:36:13.670Z","2026-08-11T03:00:13.879Z"
"4059fe08-6947-43b7-81ee-1b2010d39c20","org.torbox.librarian","torbox-librarian","TorBox Librarian 📚","Stream your own TorBox library in Stremio. Tag a torrent with its IMDb id (or tag it 'lmt' to let AI resolve the id via Cinemeta), and it shows up on the movie's page with a clean, OpenAI-generated title. Configure with your own TorBox key.","1.0.0","https://addons-stremio.com/addon/torbox-librarian","https://stremio-addon-rk4p.vercel.app/manifest.json","movie","movies|torrents","multi","online","0","0","4","1","2026-07-05T11:58:13.561Z","2026-07-07T19:39:32.005Z","2026-08-11T03:00:02.512Z"
"b5a24edb-2498-475a-a4cf-187431722ede","community.addonlatam","addon-latam","Addon Latam","Streams en español latino para películas y series","1.4.2","https://addons-stremio.com/addon/addon-latam","https://ed57798eb793-latam-addon.baby-beamup.club/ZRfqgv_-rPYCe360mZ5qxKX-/manifest.json","movie|series","movies|tv-shows|metadata","es","offline","0","0","14","0","2026-07-03T03:36:02.628Z","2026-07-30T00:04:52.883Z","2026-08-11T00:05:10.800Z"
"6dad20eb-f1f4-4d5a-a0df-f76b0c1ccd7c","community.imdb-popular","imdb-popular","IMDb Popular","IMDb Most Popular Movies and TV Shows, updated daily","1.0.9","https://addons-stremio.com/addon/imdb-popular","https://imdb-popular-stremio.vercel.app/manifest.json","movie|series","movies|tv-shows|metadata","multi","online","0","0","3","1","2026-07-02T21:34:34.195Z","2026-07-12T00:05:21.535Z","2026-08-11T00:05:21.251Z"
"c9c26e29-967c-4cb3-bc16-15b64d9ee53e","org.stremio.skcz-torrents","skcz-torrents","SK/CZ Torrents","Addon providing content from sk / cz torrents.","1.0.0","https://addons-stremio.com/addon/skcz-torrents","https://61ab9c85a149-skcz-torrents.baby-beamup.club/manifest.json","movie|series|tv","movies|tv-shows|live-tv","multi","online","0","0","2","0","2026-07-01T23:38:02.722Z","2026-07-07T19:36:11.639Z","2026-08-10T21:00:35.882Z"
"82dbd3d1-8eb3-4ff2-bc62-622360e36030","stremio.ntl.subz-ai","ntl-subai-vn","NTL Z-SubAI VN","Dịch phụ đề tiếng Việt bằng AI","1.1.2","https://addons-stremio.com/addon/ntl-subai-vn","https://tnluannguyen-ntl-subai.hf.space/manifest.json","movie|series|anime","movies|tv-shows|anime|subtitles","multi","online","0","0","8","0","2026-07-01T18:46:23.048Z","2026-07-11T04:38:17.454Z","2026-08-11T03:00:03.659Z"
"964ac9ea-08b9-4a60-85ea-6f7cb0b713e8","stremio.ntl.subtitles","ntl-subtitles-vn","NTL Subtitles VN","Phụ đề tiếng Việt chất lượng cao","1.1.2","https://addons-stremio.com/addon/ntl-subtitles-vn","https://tnluannguyen-ntl-subtitles.hf.space/manifest.json","movie|series|anime","movies|tv-shows|anime|subtitles","multi","online","0","0","9","0","2026-07-01T18:31:21.395Z","2026-07-11T04:37:48.525Z","2026-08-11T03:00:02.809Z"
"979720e1-4ff2-4add-b191-e4bb106f24e9","stremio.ntl.stream.batch","ntl-stream-vn","NTL Stream VN","Tự động tìm kiếm luồng phát tốc độ cao cho phim Châu Á, Anime, Hoạt hình & Phim Việt Nam.","1.1.5","https://addons-stremio.com/addon/ntl-stream-vn","https://tnluannguyen-ntl-stream.hf.space/manifest.json","movie|series|anime","movies|tv-shows|anime","multi","online","0","0","17","0","2026-07-01T17:41:41.495Z","2026-07-25T00:05:24.340Z","2026-08-11T03:00:13.772Z"
"07fa37bf-844b-4f54-977e-caefd4c72869","stremio.ntl.catalog","ntl-catalog-vn","NTL Catalog VN","Kho phim Châu Á, Anime, Hoạt hình, Phim Việt Nam & Bộ sưu tập.","1.1.2","https://addons-stremio.com/addon/ntl-catalog-vn","https://ntl-catalog-stremio.vercel.app/manifest.json","movie|series|anime|collections","movies|tv-shows|anime|kids|metadata","multi","online","0","0","12","0","2026-07-01T14:05:11.413Z","2026-07-11T04:35:29.851Z","2026-08-11T03:00:13.533Z"
"fcdb7fad-c92b-449b-98af-4df5d975fcfe","community.lumio.stream","lumio","Lumio Stream","Votre cinéma privé par Lumio.  ⚙️ Besoin de modifier votre profil ? Cliquez sur le bouton configuration (l'engrenage).","1.1.0","https://addons-stremio.com/addon/lumio","https://mylumio.tv/lol/manifest.json","movie|series|anime","movies|tv-shows|anime","multi","online","0","0","4","0","2026-07-01T07:19:01.015Z","2026-07-30T00:04:50.706Z","2026-08-11T03:00:13.381Z"
"c9c97f05-99a0-4106-a5ba-a32a00a59746","com.czdabing.addon","cz-dabing-and-streaming-csfd","CZ Dabing & Streaming","Filmy a seriály s CZ dabingem, českými metadaty, ČSFD, populárními a trendy tituly i katalogy streamovacích služeb. Komunita a podpora: CineDebata: https://discord.gg/2zHYHUM8Cz","3.4.5","https://addons-stremio.com/addon/cz-dabing-and-streaming-csfd","https://katalog.streamstr.stream/manifest.json","movie|series","movies|tv-shows|kids|metadata","multi","online","0","0","2","0","2026-06-30T08:17:11.107Z","2026-07-17T00:05:29.877Z","2026-08-11T03:00:13.420Z"
"a60a7df1-98b4-478f-8a4b-5ca92fbdc324","com.du.magneto","magneto","Magneto","Agregador de torrents para filmes e séries com foco no público BR. Reúne resultados de indexadores nacionais, prioriza áudio dublado em português (com legendado logo depois) e exibe idioma, qualidade e seeders em cada stream. Com a chave do TorBox, o que está em cache toca na hora.","0.0.2","https://addons-stremio.com/addon/magneto","https://magneto-jnv5.onrender.com/v1/manifest.json","movie|series","movies|tv-shows","pt","online","0","0","21","1","2026-06-29T21:39:26.518Z","2026-07-09T23:37:50.352Z","2026-08-11T03:00:18.388Z"
"aea65887-3685-4af4-984e-5791fa34d4b5","org.youtuberecaps","youtube-recaps","YouTube Recaps","Cherche des résumés (recaps) sur YouTube pour les films et séries.","1.0.0","https://addons-stremio.com/addon/youtube-recaps","https://youtuberecaps.vercel.app/manifest.json","movie|series","movies|tv-shows","multi","online","0","0","0","1","2026-06-29T20:12:50.066Z","2026-07-07T19:36:07.771Z","2026-08-11T03:00:16.368Z"
"9b0b9401-98a4-425a-bf43-c9eba2a7050f","all.iptv.stremio.add-on","all-iptv","All IPTV","Watch 12,000+ daily updated premium IPTV channels in English, Spanish, Russian, French, German, Hindi, Chinese and other languages. Explore categories like Movies, Series, Sports, Cooking, Music, Anime, Porn and other genres. Stream top favorites including BBC News, CNN, Cartoon Network, Disney, MTV, ESPN Deportes, Fox Sports, AMC, AXN, Nickelodeon, Crunchyroll, CSI, NCIS, Playboy TV, Miami TV and many more. For support or custom addon development, contact: alliptv@atomicmail.io.","1.2.1","https://addons-stremio.com/addon/all-iptv","https://fun.kort.workers.dev/manifest.json","tv","movies|tv-shows|anime|documentaries|sports|kids|live-tv|music|metadata|nsfw","ro|tr|es|pt|fr|de|it|ru","online","0","0","31","3","2026-06-28T20:11:21.577Z","2026-07-30T18:36:06.656Z","2026-08-11T03:00:02.286Z"
"77561b0a-2691-4b5d-9053-3d4e2b881b2e","community.cinema.timemachine","cinema-time-machine","Cinema Time Machine","Travel to any year and browse film and TV as it was then. Pick a year from the dropdown in Discover and see what audiences were watching, plus a ""This Week, Years Ago"" row of films released this week in years past. Notes: titles are popularity-ranked (box-office data is patchy for older years) and TV is listed at the show level, not per-episode. This addon uses TMDB and the TMDB APIs but is not endorsed or certified by TMDB.","0.1.0","https://addons-stremio.com/addon/cinema-time-machine","https://9662a158fccb-cinema-time-machine.baby-beamup.club/manifest.json","movie|series","movies|tv-shows|metadata|torrents|nsfw","multi","degraded","0","0","5","1","2026-06-28T18:40:15.015Z","2026-07-07T19:39:33.951Z","2026-08-11T03:00:12.915Z"
"1e67ba57-a8cc-43ba-9390-9bedfb2da1d0","community.sensitivity.dtdd","sensitivity-notes","Sensitivity Notes","Crowdsourced content-sensitivity flags from DoesTheDogDie, shown before you press play. Open any title to see its trigger summary in the Sources list and tap through to DTDD, or browse the Sensitivity-Safe catalogs and filter out a trigger you want to avoid. Two honest notes: that summary entry is a label, not a playable stream (it sits among your real sources), and series flags are show-level, not per-episode.","0.1.0","https://addons-stremio.com/addon/sensitivity-notes","https://9662a158fccb-sensitivity-addon.baby-beamup.club/manifest.json","movie|series","movies|tv-shows|metadata|torrents|nsfw","multi","online","0","0","2","0","2026-06-28T10:21:25.054Z","2026-07-07T19:39:30.149Z","2026-08-11T03:00:09.914Z"
"7d58a966-e6de-4271-9e96-94779ff396bb","org.stremio.latest.go","latest","Latest","Shows the latest movies and series.","0.0.2","https://addons-stremio.com/addon/latest","https://latest.yayget.com/manifest.json","movie|series|effedup","movies|tv-shows|metadata","multi","offline","0","0","10","1","2026-06-28T08:22:26.941Z","2026-07-07T19:39:45.775Z","2026-08-11T03:00:02.347Z"
"0e78028e-4645-4a8e-b00a-a4ff290ba934","com.mdblist.translator","mdblist-translator","Ec Mdblist","Bridge between easyCatalog and MDBList","1.4.3","https://addons-stremio.com/addon/mdblist-translator","https://purpleleaf64-ec-mdblist.hf.space/manifest.json","movie|series","movies|tv-shows|metadata","multi","offline","0","0","2","0","2026-06-27T14:45:47.888Z","2026-07-07T19:36:15.888Z","2026-08-11T03:00:16.271Z"
"09673a1e-5222-49ea-9598-8fedbf2422d0","org.fayallc.stravo1","stravo-i","Stravo","For movies and your favorite TV shows - with subtitles","1.7.1","https://addons-stremio.com/addon/stravo-i","https://stravo.site/local/manifest.json","movie|series","movies|tv-shows|anime|asian-drama|documentaries|sports|music|subtitles|metadata|torrents|nsfw","es|fr|ru|ar|hi|en","online","0","0","21","1","2026-06-25T01:24:29.509Z","2026-07-30T05:07:40.793Z","2026-08-11T03:00:16.870Z"
